0	1	2
queu	1	0	0
equivoqu	1	0	0
renonc	1	0	0
sans cSur	1	0	0
inevit	1	0	0
mat	1	0	0
besoin	1	0	0
oppos	1	0	0
opposit	1	0	0
surchauff	1	0	0
incertain	1	0	0
enclin	1	0	0
ane	1	0	0
simul	1	0	0
chavir	1	0	0
caricatural	1	0	0
terribl	1	0	0
vach bien	0	0	1
bon surpris	0	0	1
bel surpris	0	0	1
ebat	0	0	1
champagn	0	0	1
chomag en baiss	0	0	1
chomag baiss	0	0	1
baiss les impot	0	0	1
homophob	1	0	0
anti	1	0	0
facho	1	0	0
macho	1	0	0
machism	1	0	0
charg la barqu	1	0	0
pris d'assaut	1	0	0
feu	1	0	0
conard	1	0	0
connard	1	0	0
guignol	1	0	0
epingl	1	0	0
soudain	1	0	0
lobby	1	0	0
tanc	1	0	0
attis	1	0	0
represent pas	1	0	0
cannab	1	0	0
proces	1	0	0
infortun	1	0	0
mauvais surpris	1	0	0
mal chanceux	1	0	0
mal chanc	1	0	0
lynch	1	0	0
urgenc	1	0	0
disjonct	1	0	0
fur	1	0	0
chomag en hauss	1	0	0
chomag augment	1	0	0
chomag a augment	1	0	0
pas le droit	1	0	0
pas droit	1	0	0
alourd	1	0	0
auster	1	0	0
enterr	1	0	0
contre cour	1	0	0
augment les impot	1	0	0
grev	1	0	0
grev de faim	1	0	0
fuit	1	0	0
s'inclin	1	0	0
sec	1	0	0
sech	1	0	0
etat d'ivress	1	0	0
chaos total	1	0	0
prostitu	1	0	0
faut arret	1	0	0
nargu	1	0	0
unir	0	0	1
union	0	0	1
devou	0	0	1
defendr	0	0	1
bon ide	0	0	1
meilleur ide	0	0	1
regl ce problem	0	0	1
regl le problem	0	0	1
sacr	0	0	1
recent	0	0	1
bien equip	0	0	1
bien amenag	0	0	1
tres bien	0	0	1
copieux	0	0	1
bel prestat	0	0	1
pas grand chos	1	0	0
adieu	1	0	0
sans rir	1	0	0
non serieux	1	0	0
funebr	1	0	0
malef	1	0	0
aneant	1	0	0
cas depart	1	0	0
esperon	1	0	0
beaucoup de mal	1	0	0
mauvais ide	1	0	0
lamin	1	0	0
fad	1	0	0
sans saveur	1	0	0
sans couleur	1	0	0
aton	1	0	0
destructric	1	0	0
cens	1	0	0
trop compliqu	1	0	0
gagn pet	1	0	0
malfrat	1	0	0
dissous	1	0	0
hop	1	0	0
plus grav	1	0	0
mascarad	1	0	0
rigolad	1	0	0
rigolo	1	0	0
pas marr	1	0	0
pas rigolo	1	0	0
pas diger	1	0	0
suppress de post	1	0	0
aboi	1	0	0
delug	1	0	0
deriv	1	0	0
enfum	1	0	0
enfumag	1	0	0
pas compr	1	0	0
pas encore compr	1	0	0
postur	1	0	0
essai de croir	1	0	0
fantais	1	0	0
fair sembl	1	0	0
fait sembl	1	0	0
fais sembl	1	0	0
clown	1	0	0
ni l'autre	1	0	0
mauvais attitud	1	0	0
sans aucun interet	1	0	0
bon gestion	0	0	1
etre un grand	0	0	1
bon etat	0	0	1
tres bon etat	0	0	1
accord	0	0	1
bel ambianc	0	0	1
bon ambianc	0	0	1
detendu	0	0	1
convict	0	0	1
seduct	0	0	1
seducteur	0	0	1
charism	0	0	1
charismat	0	0	1
effet posit	0	0	1
don	0	0	1
perspect	0	0	1
win	0	0	1
ide lumin	0	0	1
superb ide	0	0	1
rien a cach	0	0	1
trankil	0	0	1
etre d'accord	0	0	1
fair rev	0	0	1
fait rev	0	0	1
font rev	0	0	1
port ouvert	0	0	1
assum ses respons	0	0	1
assum sa respons	0	0	1
don envi	0	0	1
sans trucag	0	0	1
sans truqu	0	0	1
don suit	0	0	1
repons rapid	0	0	1
s'amus	0	0	1
pas de regret	0	0	1
vrai pas mal	0	0	1
rest modest	0	0	1
bon vision	0	0	1
bon sen	0	0	1
savoir vivr	0	0	1
art de vivr	0	0	1
revolutionnair	0	0	1
mieux adapt	0	0	1
ardamment	0	0	1
astuc	0	0	1
vaut le coup	0	0	1
vaut la pein	0	0	1
bijoux	0	0	1
pet bijou	0	0	1
tres beau	0	0	1
pas decu	0	0	1
pas decev	0	0	1
finess	0	0	1
fluidit	0	0	1
pas gen	0	0	1
techniqu	0	0	1
rien a craindr	0	0	1
impec	0	0	1
detent	0	0	1
fair plais	0	0	1
craindr	1	0	0
irraison	1	0	0
rien	1	0	0
seul	1	0	0
cul	1	0	0
mauvais gestion	1	0	0
tomb	1	0	0
tacl	1	0	0
suff pas	1	0	0
suspendr	1	0	0
suspendu	1	0	0
enfoir	1	0	0
dram	1	0	0
dramat	1	0	0
blagu	1	0	0
mauv etat	1	0	0
etat tres mauv	1	0	0
oui mais	1	0	0
loin d'etre	1	0	0
ouvr les yeux	1	0	0
remettr en caus	1	0	0
mettr en caus	1	0	0
vrai problem	1	0	0
grand problem	1	0	0
gros problem	1	0	0
pas dign	1	0	0
contresen	1	0	0
contre sen	1	0	0
bien mais	1	0	0
aucun experient	1	0	0
recid	1	0	0
rechut	1	0	0
muet	1	0	0
sourd muet	1	0	0
blagu du jour	1	0	0
funeraill	1	0	0
escroqu	1	0	0
devient ridicul	1	0	0
pas la pein	1	0	0
profiteur	1	0	0
period difficil	1	0	0
moment difficil	1	0	0
sert a rien	1	0	0
risibl	1	0	0
peut mieux fair	1	0	0
peut fair mieux	1	0	0
peuvent mieux fair	1	0	0
peuvent fair mieux	1	0	0
ironis	1	0	0
boulet	1	0	0
depos plaint	1	0	0
mauvais vision	1	0	0
pas adapt	1	0	0
pir que prevu	1	0	0
torchon brul	1	0	0
pas agreabl	1	0	0
atmospher tendu	1	0	0
oppotun	1	0	0
decus	1	0	0
coup dur	1	0	0
song	1	0	0
pas reactif	1	0	0
peu reactif	1	0	0
bon perform	0	0	1
bel perform	0	0	1
rend uniqu	0	0	1
rendent uniqu	0	0	1
whaou	0	0	1
regret en rien	0	0	1
tres content	0	0	1
tres heureux	0	0	1
satisfact	0	0	1
satisfait	0	0	1
complet	0	0	1
qualit exceptionnel	0	0	1
tres solid	0	0	1
top	0	0	1
addict	0	0	1
bien soign	0	0	1
nombreux fonctionnal	0	0	1
reactif	0	0	1
reactiv	0	0	1
facil d'utilis	0	0	1
parm les meilleur	0	0	1
adher	0	0	1
adherent	0	0	1
rien a dir	0	0	1
aucun defaut	0	0	1
must	0	0	1
beaucoup mieux	0	0	1
encore mieux	0	0	1
multitach	0	0	1
mult tach	0	0	1
exempl reuss	0	0	1
assez lourd	1	0	0
rien avoir	1	0	0
hic	1	0	0
moins beau	1	0	0
moins interess	1	0	0
lenteur	1	0	0
tomb en pann	1	0	0
pas dot	1	0	0
pas conform	1	0	0
tout en un	0	0	1
deux en un	0	0	1
%-)	0	0	1
(-:	0	0	1
(:	0	0	1
(^ ^)	0	0	1
(^-^)	0	0	1
(^.^)	0	0	1
(^_^)	0	0	1
(o:	0	0	1
*\o/*	0	0	1
--^--@	0	0	1
0:)	0	0	1
8)	0	0	1
:)	0	0	1
:-)	0	0	1
:-*	0	0	1
:-D	0	0	1
:-P	0	0	1
:-}	0	0	1
:3	0	0	1
:9	0	0	1
:D	0	0	1
:P	0	0	1
:X	0	0	1
:]	0	0	1
:b)	0	0	1
:o)	0	0	1
:p	0	0	1
:Þ	0	0	1
;^)	0	0	1
<3	0	0	1
=)	0	0	1
=]	0	0	1
>:)	0	0	1
>:D	0	0	1
>=D	0	0	1
@}->--	0	0	1
XD	0	0	1
xp	1	0	0
^_^	0	0	1
x3?	0	0	1
xD	0	0	1
|D	0	0	1
}:)	0	0	1
%-(	1	0	0
)-:	1	0	0
):	1	0	0
)o:	1	0	0
38*	1	0	0
8-0	1	0	0
8/	1	0	0
8	1	0	0
8c	1	0	0
:#	1	0	0
:'(	1	0	0
:'-(	1	0	0
:(	1	0	0
:*(	1	0	0
:-&	1	0	0
:-(	1	0	0
:-(o)	1	0	0
:-/	1	0	0
:-S	1	0	0
:-|	1	0	0
:/	1	0	0
:E	1	0	0
:F	1	0	0
:O	1	0	0
:S	1	0	0
:[	1	0	0
:_(	1	0	0
:o(	1	0	0
:s	1	0	0
:|	1	0	0
</3-1	1	0	0
<o<	1	0	0
=(	1	0	0
=[	1	0	0
>/	1	0	0
>:(	1	0	0
>:L	1	0	0
>:O	1	0	0
>[	1	0	0
>o>	1	0	0
B(	1	0	0
Bc	1	0	0
D:	1	0	0
X(	1	0	0
X-(	1	0	0
XO	1	0	0
^o)	1	0	0
xP	1	0	0
|8C	1	0	0
|8c	1	0	0
♥	0	0	1
