0	1	2
convoluted	1	0	0
corrode	1	0	0
corrosion	1	0	0
corrosions	1	0	0
corrosive	1	0	0
corrupt	1	0	0
corrupted	1	0	0
corrupting	1	0	0
corruption	1	0	0
corrupts	1	0	0
corruptted	1	0	0
costlier	1	0	0
costly	1	0	0
counter-productive	1	0	0
counterproductive	1	0	0
coupists	1	0	0
covetous	1	0	0
coward	1	0	0
cowardly	1	0	0
crabby	1	0	0
crack	1	0	0
cracked	1	0	0
cracks	1	0	0
craftily	1	0	0
craftly	1	0	0
crafty	1	0	0
cramp	1	0	0
cramped	1	0	0
cramping	1	0	0
cranky	1	0	0
crap	1	0	0
crappy	1	0	0
craps	1	0	0
crash	1	0	0
crashed	1	0	0
crashes	1	0	0
crashing	1	0	0
crass	1	0	0
craven	1	0	0
cravenly	1	0	0
craze	1	0	0
crazily	1	0	0
craziness	1	0	0
crazy	1	0	0
creak	1	0	0
creaking	1	0	0
creaks	1	0	0
credulous	1	0	0
creep	1	0	0
creeping	1	0	0
creeps	1	0	0
creepy	1	0	0
crept	1	0	0
crime	1	0	0
criminal	1	0	0
cringe	1	0	0
cringed	1	0	0
cringes	1	0	0
cripple	1	0	0
crippled	1	0	0
cripples	1	0	0
crippling	1	0	0
crisis	1	0	0
critic	1	0	0
critical	1	0	0
criticism	1	0	0
criticisms	1	0	0
criticize	1	0	0
criticized	1	0	0
criticizing	1	0	0
critics	1	0	0
cronyism	1	0	0
crook	1	0	0
crooked	1	0	0
crooks	1	0	0
crowded	1	0	0
crowdedness	1	0	0
crude	1	0	0
cruel	1	0	0
crueler	1	0	0
cruelest	1	0	0
cruelly	1	0	0
cruelness	1	0	0
cruelties	1	0	0
cruelty	1	0	0
crumble	1	0	0
crumbling	1	0	0
crummy	1	0	0
crumple	1	0	0
crumpled	1	0	0
crumples	1	0	0
crush	1	0	0
crushed	1	0	0
crushing	1	0	0
cry	1	0	0
culpable	1	0	0
culprit	1	0	0
cumbersome	1	0	0
cunt	1	0	0
cunts	1	0	0
cuplrit	1	0	0
curse	1	0	0
cursed	1	0	0
curses	1	0	0
curt	1	0	0
cuss	1	0	0
cussed	1	0	0
cutthroat	1	0	0
cynical	1	0	0
cynicism	1	0	0
d*mn	1	0	0
damage	1	0	0
damaged	1	0	0
damages	1	0	0
damaging	1	0	0
damn	1	0	0
damnable	1	0	0
damnably	1	0	0
damnation	1	0	0
damned	1	0	0
damning	1	0	0
damper	1	0	0
danger	1	0	0
dangerous	1	0	0
dangerousness	1	0	0
dark	1	0	0
darken	1	0	0
darkened	1	0	0
darker	1	0	0
darkness	1	0	0
dastard	1	0	0
dastardly	1	0	0
daunt	1	0	0
daunting	1	0	0
dauntingly	1	0	0
dawdle	1	0	0
daze	1	0	0
dazed	1	0	0
dead	1	0	0
deadbeat	1	0	0
deadlock	1	0	0
deadly	1	0	0
deadweight	1	0	0
deaf	1	0	0
dearth	1	0	0
death	1	0	0
debacle	1	0	0
debase	1	0	0
debasement	1	0	0
debaser	1	0	0
debatable	1	0	0
debauch	1	0	0
debaucher	1	0	0
debauchery	1	0	0
debilitate	1	0	0
debilitating	1	0	0
debility	1	0	0
debt	1	0	0
debts	1	0	0
decadence	1	0	0
decadent	1	0	0
decay	1	0	0
decayed	1	0	0
deceit	1	0	0
deceitful	1	0	0
deceitfully	1	0	0
deceitfulness	1	0	0
deceive	1	0	0
deceiver	1	0	0
deceivers	1	0	0
deceiving	1	0	0
deception	1	0	0
deceptive	1	0	0
deceptively	1	0	0
declaim	1	0	0
decline	1	0	0
declines	1	0	0
declining	1	0	0
decrement	1	0	0
decrepit	1	0	0
decrepitude	1	0	0
decry	1	0	0
defamation	1	0	0
defamations	1	0	0
defamatory	1	0	0
defame	1	0	0
defect	1	0	0
defective	1	0	0
defects	1	0	0
defensive	1	0	0
defiance	1	0	0
defiant	1	0	0
defiantly	1	0	0
deficiencies	1	0	0
deficiency	1	0	0
deficient	1	0	0
defile	1	0	0
defiler	1	0	0
deform	1	0	0
deformed	1	0	0
defrauding	1	0	0
defunct	1	0	0
defy	1	0	0
degenerate	1	0	0
degenerately	1	0	0
degeneration	1	0	0
degradation	1	0	0
degrade	1	0	0
degrading	1	0	0
degradingly	1	0	0
dehumanization	1	0	0
dehumanize	1	0	0
deign	1	0	0
deject	1	0	0
dejected	1	0	0
dejectedly	1	0	0
dejection	1	0	0
delay	1	0	0
delayed	1	0	0
delaying	1	0	0
delays	1	0	0
delinquency	1	0	0
delinquent	1	0	0
delirious	1	0	0
delirium	1	0	0
delude	1	0	0
deluded	1	0	0
deluge	1	0	0
delusion	1	0	0
delusional	1	0	0
delusions	1	0	0
demean	1	0	0
demeaning	1	0	0
demise	1	0	0
demolish	1	0	0
demolisher	1	0	0
demon	1	0	0
demonic	1	0	0
demonize	1	0	0
demonized	1	0	0
demonizes	1	0	0
demonizing	1	0	0
demoralize	1	0	0
demoralizing	1	0	0
demoralizingly	1	0	0
denial	1	0	0
denied	1	0	0
denies	1	0	0
denigrate	1	0	0
denounce	1	0	0
dense	1	0	0
dent	1	0	0
dented	1	0	0
dents	1	0	0
denunciate	1	0	0
denunciation	1	0	0
denunciations	1	0	0
deny	1	0	0
denying	1	0	0
deplete	1	0	0
deplorable	1	0	0
deplorably	1	0	0
deplore	1	0	0
deploring	1	0	0
deploringly	1	0	0
deprave	1	0	0
depraved	1	0	0
depravedly	1	0	0
deprecate	1	0	0
depress	1	0	0
depressed	1	0	0
depressing	1	0	0
depressingly	1	0	0
depression	1	0	0
depressions	1	0	0
deprive	1	0	0
deprived	1	0	0
deride	1	0	0
derision	1	0	0
derisive	1	0	0
derisively	1	0	0
derisiveness	1	0	0
derogatory	1	0	0
desecrate	1	0	0
desert	1	0	0
desertion	1	0	0
desiccate	1	0	0
desiccated	1	0	0
desititute	1	0	0
desolate	1	0	0
desolately	1	0	0
desolation	1	0	0
despair	1	0	0
despairing	1	0	0
despairingly	1	0	0
desperate	1	0	0
desperately	1	0	0
desperation	1	0	0
despicable	1	0	0
despicably	1	0	0
despise	1	0	0
despised	1	0	0
despoil	1	0	0
despoiler	1	0	0
despondence	1	0	0
despondency	1	0	0
despondent	1	0	0
despondently	1	0	0
despot	1	0	0
despotic	1	0	0
despotism	1	0	0
destabilisation	1	0	0
destains	1	0	0
destitute	1	0	0
destitution	1	0	0
destroy	1	0	0
destroyer	1	0	0
destruction	1	0	0
destructive	1	0	0
desultory	1	0	0
deter	1	0	0
deteriorate	1	0	0
deteriorating	1	0	0
deterioration	1	0	0
deterrent	1	0	0
detest	1	0	0
detestable	1	0	0
detestably	1	0	0
detested	1	0	0
detesting	1	0	0
detests	1	0	0
detract	1	0	0
detracted	1	0	0
detracting	1	0	0
detraction	1	0	0
detracts	1	0	0
detriment	1	0	0
detrimental	1	0	0
devastate	1	0	0
devastated	1	0	0
devastates	1	0	0
devastating	1	0	0
devastatingly	1	0	0
devastation	1	0	0
deviate	1	0	0
deviation	1	0	0
devil	1	0	0
devilish	1	0	0
devilishly	1	0	0
devilment	1	0	0
devilry	1	0	0
devious	1	0	0
deviously	1	0	0
deviousness	1	0	0
devoid	1	0	0
diabolic	1	0	0
diabolical	1	0	0
diabolically	1	0	0
diametrically	1	0	0
diappointed	1	0	0
diatribe	1	0	0
diatribes	1	0	0
dick	1	0	0
dictator	1	0	0
dictatorial	1	0	0
die	1	0	0
die-hard	1	0	0
died	1	0	0
dies	1	0	0
difficult	1	0	0
difficulties	1	0	0
difficulty	1	0	0
diffidence	1	0	0
dilapidated	1	0	0
dilemma	1	0	0
dilly-dally	1	0	0
dim	1	0	0
dimmer	1	0	0
din	1	0	0
ding	1	0	0
dings	1	0	0
dinky	1	0	0
dire	1	0	0
direly	1	0	0
direness	1	0	0
dirt	1	0	0
dirtbag	1	0	0
dirtbags	1	0	0
dirts	1	0	0
dirty	1	0	0
disable	1	0	0
disabled	1	0	0
disaccord	1	0	0
disadvantage	1	0	0
disadvantaged	1	0	0
disadvantageous	1	0	0
disadvantages	1	0	0
disaffect	1	0	0
disaffected	1	0	0
disaffirm	1	0	0
disagree	1	0	0
disagreeable	1	0	0
disagreeably	1	0	0
disagreed	1	0	0
disagreeing	1	0	0
disagreement	1	0	0
disagrees	1	0	0
disallow	1	0	0
disapointed	1	0	0
disapointing	1	0	0
disapointment	1	0	0
disappoint	1	0	0
disappointed	1	0	0
disappointing	1	0	0
disappointingly	1	0	0
disappointment	1	0	0
disappointments	1	0	0
disappoints	1	0	0
disapprobation	1	0	0
disapproval	1	0	0
disapprove	1	0	0
disapproving	1	0	0
disarm	1	0	0
disarray	1	0	0
disaster	1	0	0
disasterous	1	0	0
disastrous	1	0	0
disastrously	1	0	0
disavow	1	0	0
disavowal	1	0	0
disbelief	1	0	0
disbelieve	1	0	0
disbeliever	1	0	0
disclaim	1	0	0
discombobulate	1	0	0
discomfit	1	0	0
discomfititure	1	0	0
discomfort	1	0	0
discompose	1	0	0
disconcert	1	0	0
disconcerted	1	0	0
disconcerting	1	0	0
disconcertingly	1	0	0
disconsolate	1	0	0
disconsolately	1	0	0
disconsolation	1	0	0
discontent	1	0	0
discontented	1	0	0
discontentedly	1	0	0
discontinued	1	0	0
discontinuity	1	0	0
discontinuous	1	0	0
discord	1	0	0
discordance	1	0	0
discordant	1	0	0
discountenance	1	0	0
discourage	1	0	0
discouragement	1	0	0
discouraging	1	0	0
discouragingly	1	0	0
discourteous	1	0	0
discourteously	1	0	0
discoutinous	1	0	0
discredit	1	0	0
discrepant	1	0	0
discriminate	1	0	0
discrimination	1	0	0
discriminatory	1	0	0
disdain	1	0	0
disdained	1	0	0
disdainful	1	0	0
disdainfully	1	0	0
disfavor	1	0	0
disgrace	1	0	0
disgraced	1	0	0
disgraceful	1	0	0
disgracefully	1	0	0
disgruntle	1	0	0
disgruntled	1	0	0
disgust	1	0	0
disgusted	1	0	0
disgustedly	1	0	0
disgustful	1	0	0
disgustfully	1	0	0
disgusting	1	0	0
disgustingly	1	0	0
dishearten	1	0	0
disheartening	1	0	0
dishearteningly	1	0	0
dishonest	1	0	0
dishonestly	1	0	0
dishonesty	1	0	0
dishonor	1	0	0
dishonorable	1	0	0
dishonorablely	1	0	0
disillusion	1	0	0
disillusioned	1	0	0
disillusionment	1	0	0
disillusions	1	0	0
disinclination	1	0	0
disinclined	1	0	0
disingenuous	1	0	0
disingenuously	1	0	0
disintegrate	1	0	0
disintegrated	1	0	0
disintegrates	1	0	0
disintegration	1	0	0
disinterest	1	0	0
disinterested	1	0	0
dislike	1	0	0
disliked	1	0	0
dislikes	1	0	0
disliking	1	0	0
dislocated	1	0	0
disloyal	1	0	0
disloyalty	1	0	0
dismal	1	0	0
dismally	1	0	0
dismalness	1	0	0
dismay	1	0	0
dismayed	1	0	0
dismaying	1	0	0
dismayingly	1	0	0
dismissive	1	0	0
dismissively	1	0	0
disobedience	1	0	0
disobedient	1	0	0
disobey	1	0	0
disoobedient	1	0	0
disorder	1	0	0
disordered	1	0	0
disorderly	1	0	0
disorganized	1	0	0
disorient	1	0	0
disoriented	1	0	0
disown	1	0	0
disparage	1	0	0
disparaging	1	0	0
disparagingly	1	0	0
dispensable	1	0	0
dispirit	1	0	0
dispirited	1	0	0
dispiritedly	1	0	0
dispiriting	1	0	0
displace	1	0	0
displaced	1	0	0
displease	1	0	0
displeased	1	0	0
displeasing	1	0	0
displeasure	1	0	0
disproportionate	1	0	0
disprove	1	0	0
disputable	1	0	0
dispute	1	0	0
disputed	1	0	0
disquiet	1	0	0
disquieting	1	0	0
disquietingly	1	0	0
disquietude	1	0	0
disregard	1	0	0
disregardful	1	0	0
disreputable	1	0	0
disrepute	1	0	0
disrespect	1	0	0
disrespectable	1	0	0
disrespectablity	1	0	0
disrespectful	1	0	0
disrespectfully	1	0	0
disrespectfulness	1	0	0
disrespecting	1	0	0
disrupt	1	0	0
disruption	1	0	0
disruptive	1	0	0
diss	1	0	0
dissapointed	1	0	0
dissappointed	1	0	0
dissappointing	1	0	0
dissatisfaction	1	0	0
dissatisfactory	1	0	0
dissatisfied	1	0	0
dissatisfies	1	0	0
dissatisfy	1	0	0
dissatisfying	1	0	0
dissed	1	0	0
dissemble	1	0	0
dissembler	1	0	0
dissension	1	0	0
dissent	1	0	0
dissenter	1	0	0
dissention	1	0	0
disservice	1	0	0
disses	1	0	0
dissidence	1	0	0
dissident	1	0	0
dissidents	1	0	0
dissing	1	0	0
dissocial	1	0	0
dissolute	1	0	0
dissolution	1	0	0
dissonance	1	0	0
dissonant	1	0	0
dissonantly	1	0	0
dissuade	1	0	0
dissuasive	1	0	0
distains	1	0	0
distaste	1	0	0
distasteful	1	0	0
distastefully	1	0	0
distort	1	0	0
distorted	1	0	0
distortion	1	0	0
distorts	1	0	0
distract	1	0	0
distracting	1	0	0
distraction	1	0	0
distraught	1	0	0
distraughtly	1	0	0
distraughtness	1	0	0
distress	1	0	0
distressed	1	0	0
distressing	1	0	0
distressingly	1	0	0
distrust	1	0	0
distrustful	1	0	0
distrusting	1	0	0
disturb	1	0	0
disturbance	1	0	0
disturbed	1	0	0
disturbing	1	0	0
disturbingly	1	0	0
disunity	1	0	0
disvalue	1	0	0
divergent	1	0	0
divisive	1	0	0
divisively	1	0	0
divisiveness	1	0	0
dizzing	1	0	0
dizzingly	1	0	0
dizzy	1	0	0
doddering	1	0	0
dodgey	1	0	0
dogged	1	0	0
doggedly	1	0	0
dogmatic	1	0	0
doldrums	1	0	0
domineer	1	0	0
domineering	1	0	0
donside	1	0	0
doom	1	0	0
doomed	1	0	0
doomsday	1	0	0
dope	1	0	0
doubt	1	0	0
doubtful	1	0	0
doubtfully	1	0	0
doubts	1	0	0
douchbag	1	0	0
douchebag	1	0	0
douchebags	1	0	0
downbeat	1	0	0
downcast	1	0	0
downer	1	0	0
downfall	1	0	0
downfallen	1	0	0
downgrade	1	0	0
downhearted	1	0	0
downheartedly	1	0	0
downhill	1	0	0
downside	1	0	0
downsides	1	0	0
downturn	1	0	0
downturns	1	0	0
drab	1	0	0
draconian	1	0	0
draconic	1	0	0
drag	1	0	0
dragged	1	0	0
dragging	1	0	0
dragoon	1	0	0
drags	1	0	0
drain	1	0	0
drained	1	0	0
draining	1	0	0
drains	1	0	0
drastic	1	0	0
drastically	1	0	0
drawback	1	0	0
drawbacks	1	0	0
dread	1	0	0
dreadful	1	0	0
dreadfully	1	0	0
dreadfulness	1	0	0
dreary	1	0	0
dripped	1	0	0
dripping	1	0	0
drippy	1	0	0
drips	1	0	0
drones	1	0	0
droop	1	0	0
droops	1	0	0
drop-out	1	0	0
drop-outs	1	0	0
dropout	1	0	0
dropouts	1	0	0
drought	1	0	0
drowning	1	0	0
drunk	1	0	0
drunkard	1	0	0
drunken	1	0	0
dubious	1	0	0
dubiously	1	0	0
dubitable	1	0	0
dud	1	0	0
dull	1	0	0
dullard	1	0	0
dumb	1	0	0
dumbfound	1	0	0
dump	1	0	0
dumped	1	0	0
dumping	1	0	0
dumps	1	0	0
dunce	1	0	0
dungeon	1	0	0
dungeons	1	0	0
dupe	1	0	0
dust	1	0	0
dusty	1	0	0
dwindling	1	0	0
dying	1	0	0
earsplitting	1	0	0
eccentric	1	0	0
eccentricity	1	0	0
effigy	1	0	0
effrontery	1	0	0
egocentric	1	0	0
egomania	1	0	0
egotism	1	0	0
egotistical	1	0	0
egotistically	1	0	0
egregious	1	0	0
egregiously	1	0	0
election-rigger	1	0	0
elimination	1	0	0
emaciated	1	0	0
emasculate	1	0	0
embarrass	1	0	0
embarrassing	1	0	0
embarrassingly	1	0	0
embarrassment	1	0	0
embattled	1	0	0
embroil	1	0	0
embroiled	1	0	0
embroilment	1	0	0
emergency	1	0	0
emphatic	1	0	0
emphatically	1	0	0
emptiness	1	0	0
encroach	1	0	0
encroachment	1	0	0
endanger	1	0	0
enemies	1	0	0
enemy	1	0	0
enervate	1	0	0
enfeeble	1	0	0
enflame	1	0	0
engulf	1	0	0
enjoin	1	0	0
enmity	1	0	0
enrage	1	0	0
enraged	1	0	0
enraging	1	0	0
enslave	1	0	0
entangle	1	0	0
entanglement	1	0	0
entrap	1	0	0
entrapment	1	0	0
envious	1	0	0
enviously	1	0	0
enviousness	1	0	0
epidemic	1	0	0
equivocal	1	0	0
erase	1	0	0
erode	1	0	0
erodes	1	0	0
erosion	1	0	0
err	1	0	0
errant	1	0	0
erratic	1	0	0
erratically	1	0	0
erroneous	1	0	0
erroneously	1	0	0
error	1	0	0
errors	1	0	0
eruptions	1	0	0
escapade	1	0	0
eschew	1	0	0
estranged	1	0	0
evade	1	0	0
evasion	1	0	0
evasive	1	0	0
evil	1	0	0
evildoer	1	0	0
evils	1	0	0
eviscerate	1	0	0
exacerbate	1	0	0
exagerate	1	0	0
exagerated	1	0	0
exagerates	1	0	0
exaggerate	1	0	0
exaggeration	1	0	0
exasperate	1	0	0
exasperated	1	0	0
exasperating	1	0	0
exasperatingly	1	0	0
exasperation	1	0	0
excessive	1	0	0
excessively	1	0	0
exclusion	1	0	0
excoriate	1	0	0
excruciating	1	0	0
excruciatingly	1	0	0
excuse	1	0	0
excuses	1	0	0
execrate	1	0	0
exhaust	1	0	0
exhausted	1	0	0
exhaustion	1	0	0
exhausts	1	0	0
exhorbitant	1	0	0
exhort	1	0	0
exile	1	0	0
exorbitant	1	0	0
exorbitantance	1	0	0
exorbitantly	1	0	0
expel	1	0	0
expensive	1	0	0
expire	1	0	0
expired	1	0	0
explode	1	0	0
exploit	1	0	0
exploitation	1	0	0
explosive	1	0	0
expropriate	1	0	0
expropriation	1	0	0
expulse	1	0	0
expunge	1	0	0
exterminate	1	0	0
extermination	1	0	0
extinguish	1	0	0
extort	1	0	0
extortion	1	0	0
extraneous	1	0	0
extravagance	1	0	0
extravagant	1	0	0
extravagantly	1	0	0
extremism	1	0	0
extremist	1	0	0
extremists	1	0	0
eyesore	1	0	0
f**k	1	0	0
fabricate	1	0	0
fabrication	1	0	0
facetious	1	0	0
facetiously	1	0	0
fail	1	0	0
failed	1	0	0
failing	1	0	0
fails	1	0	0
failure	1	0	0
failures	1	0	0
faint	1	0	0
fainthearted	1	0	0
faithless	1	0	0
fake	1	0	0
fall	1	0	0
fallacies	1	0	0
fallacious	1	0	0
fallaciously	1	0	0
fallaciousness	1	0	0
fallacy	1	0	0
fallen	1	0	0
falling	1	0	0
fallout	1	0	0
falls	1	0	0
false	1	0	0
falsehood	1	0	0
falsely	1	0	0
falsify	1	0	0
falter	1	0	0
faltered	1	0	0
famine	1	0	0
famished	1	0	0
fanatic	1	0	0
fanatical	1	0	0
fanatically	1	0	0
fanaticism	1	0	0
fanatics	1	0	0
fanciful	1	0	0
far-fetched	1	0	0
farce	1	0	0
farcical	1	0	0
farcical-yet-provocative	1	0	0
farcically	1	0	0
farfetched	1	0	0
fascism	1	0	0
fascist	1	0	0
fastidious	1	0	0
fastidiously	1	0	0
fastuous	1	0	0
fat	1	0	0
fat-cat	1	0	0
fat-cats	1	0	0
fatal	1	0	0
fatalistic	1	0	0
fatalistically	1	0	0
fatally	1	0	0
fatcat	1	0	0
fatcats	1	0	0
fateful	1	0	0
fatefully	1	0	0
fathomless	1	0	0
fatigue	1	0	0
fatigued	1	0	0
fatique	1	0	0
fatty	1	0	0
fatuity	1	0	0
fatuous	1	0	0
fatuously	1	0	0
fault	1	0	0
faults	1	0	0
faulty	1	0	0
fawningly	1	0	0
faze	1	0	0
fear	1	0	0
fearful	1	0	0
fearfully	1	0	0
fears	1	0	0
fearsome	1	0	0
feckless	1	0	0
feeble	1	0	0
feeblely	1	0	0
feebleminded	1	0	0
feign	1	0	0
feint	1	0	0
fell	1	0	0
felon	1	0	0
felonious	1	0	0
ferociously	1	0	0
ferocity	1	0	0
fetid	1	0	0
fever	1	0	0
feverish	1	0	0
fevers	1	0	0
fiasco	1	0	0
fib	1	0	0
fibber	1	0	0
fickle	1	0	0
fiction	1	0	0
fictional	1	0	0
fictitious	1	0	0
fidget	1	0	0
fidgety	1	0	0
fiend	1	0	0
fiendish	1	0	0
fierce	1	0	0
figurehead	1	0	0
filth	1	0	0
filthy	1	0	0
finagle	1	0	0
finicky	1	0	0
fissures	1	0	0
fist	1	0	0
flabbergast	1	0	0
flabbergasted	1	0	0
flagging	1	0	0
flagrant	1	0	0
flagrantly	1	0	0
flair	1	0	0
flairs	1	0	0
flak	1	0	0
flake	1	0	0
flakey	1	0	0
flakieness	1	0	0
flaking	1	0	0
flaky	1	0	0
flare	1	0	0
flares	1	0	0
flareup	1	0	0
flareups	1	0	0
flat-out	1	0	0
flaunt	1	0	0
flaw	1	0	0
flawed	1	0	0
flaws	1	0	0
flee	1	0	0
fleed	1	0	0
fleeing	1	0	0
fleer	1	0	0
flees	1	0	0
fleeting	1	0	0
flicering	1	0	0
flicker	1	0	0
flickering	1	0	0
flickers	1	0	0
flighty	1	0	0
flimflam	1	0	0
flimsy	1	0	0
flirt	1	0	0
flirty	1	0	0
floored	1	0	0
flounder	1	0	0
floundering	1	0	0
flout	1	0	0
fluster	1	0	0
foe	1	0	0
fool	1	0	0
fooled	1	0	0
foolhardy	1	0	0
foolish	1	0	0
foolishly	1	0	0
foolishness	1	0	0
forbid	1	0	0
forbidden	1	0	0
forbidding	1	0	0
forceful	1	0	0
foreboding	1	0	0
forebodingly	1	0	0
forfeit	1	0	0
forged	1	0	0
forgetful	1	0	0
forgetfully	1	0	0
forgetfulness	1	0	0
forlorn	1	0	0
forlornly	1	0	0
forsake	1	0	0
forsaken	1	0	0
forswear	1	0	0
foul	1	0	0
foully	1	0	0
foulness	1	0	0
fractious	1	0	0
fractiously	1	0	0
fracture	1	0	0
fragile	1	0	0
fragmented	1	0	0
frail	1	0	0
frantic	1	0	0
frantically	1	0	0
franticly	1	0	0
fraud	1	0	0
fraudulent	1	0	0
fraught	1	0	0
frazzle	1	0	0
frazzled	1	0	0
freak	1	0	0
freaking	1	0	0
freakish	1	0	0
freakishly	1	0	0
freaks	1	0	0
freeze	1	0	0
freezes	1	0	0
freezing	1	0	0
frenetic	1	0	0
frenetically	1	0	0
frenzied	1	0	0
frenzy	1	0	0
fret	1	0	0
fretful	1	0	0
frets	1	0	0
friction	1	0	0
frictions	1	0	0
fried	1	0	0
friggin	1	0	0
frigging	1	0	0
fright	1	0	0
frighten	1	0	0
frightening	1	0	0
frighteningly	1	0	0
frightful	1	0	0
frightfully	1	0	0
frigid	1	0	0
frost	1	0	0
frown	1	0	0
froze	1	0	0
frozen	1	0	0
fruitless	1	0	0
fruitlessly	1	0	0
frustrate	1	0	0
frustrated	1	0	0
frustrates	1	0	0
frustrating	1	0	0
frustratingly	1	0	0
frustration	1	0	0
frustrations	1	0	0
fuck	1	0	0
fucking	1	0	0
fudge	1	0	0
fugitive	1	0	0
full-blown	1	0	0
fulminate	1	0	0
fumble	1	0	0
fume	1	0	0
fumes	1	0	0
fundamentalism	1	0	0
funky	1	0	0
funnily	1	0	0
funny	1	0	0
furious	1	0	0
furiously	1	0	0
furor	1	0	0
fury	1	0	0
fuss	1	0	0
fussy	1	0	0
fustigate	1	0	0
fusty	1	0	0
futile	1	0	0
futilely	1	0	0
futility	1	0	0
fuzzy	1	0	0
gabble	1	0	0
gaff	1	0	0
gaffe	1	0	0
gainsay	1	0	0
gainsayer	1	0	0
gall	1	0	0
galling	1	0	0
gallingly	1	0	0
galls	1	0	0
gangster	1	0	0
gape	1	0	0
garbage	1	0	0
garish	1	0	0
gasp	1	0	0
gauche	1	0	0
gaudy	1	0	0
gawk	1	0	0
gawky	1	0	0
geezer	1	0	0
genocide	1	0	0
get-rich	1	0	0
ghastly	1	0	0
ghetto	1	0	0
ghosting	1	0	0
gibber	1	0	0
gibberish	1	0	0
gibe	1	0	0
giddy	1	0	0
gimmick	1	0	0
gimmicked	1	0	0
gimmicking	1	0	0
gimmicks	1	0	0
gimmicky	1	0	0
glare	1	0	0
glaringly	1	0	0
glib	1	0	0
glibly	1	0	0
glitch	1	0	0
glitches	1	0	0
gloatingly	1	0	0
gloom	1	0	0
gloomy	1	0	0
glower	1	0	0
glum	1	0	0
glut	1	0	0
gnawing	1	0	0
goad	1	0	0
goading	1	0	0
god-awful	1	0	0
goof	1	0	0
goofy	1	0	0
goon	1	0	0
gossip	1	0	0
graceless	1	0	0
gracelessly	1	0	0
graft	1	0	0
grainy	1	0	0
grapple	1	0	0
grate	1	0	0
grating	1	0	0
gravely	1	0	0
greasy	1	0	0
greed	1	0	0
greedy	1	0	0
grief	1	0	0
grievance	1	0	0
grievances	1	0	0
grieve	1	0	0
grieving	1	0	0
grievous	1	0	0
grievously	1	0	0
grim	1	0	0
grimace	1	0	0
grind	1	0	0
gripe	1	0	0
gripes	1	0	0
grisly	1	0	0
gritty	1	0	0
gross	1	0	0
grossly	1	0	0
grotesque	1	0	0
grouch	1	0	0
grouchy	1	0	0
groundless	1	0	0
grouse	1	0	0
growl	1	0	0
grudge	1	0	0
grudges	1	0	0
grudging	1	0	0
grudgingly	1	0	0
gruesome	1	0	0
gruesomely	1	0	0
gruff	1	0	0
grumble	1	0	0
grumpier	1	0	0
grumpiest	1	0	0
grumpily	1	0	0
grumpish	1	0	0
grumpy	1	0	0
guile	1	0	0
guilt	1	0	0
guiltily	1	0	0
guilty	1	0	0
gullible	1	0	0
gutless	1	0	0
gutter	1	0	0
hack	1	0	0
hacks	1	0	0
haggard	1	0	0
haggle	1	0	0
hairloss	1	0	0
halfhearted	1	0	0
halfheartedly	1	0	0
hallucinate	1	0	0
hallucination	1	0	0
hamper	1	0	0
hampered	1	0	0
handicapped	1	0	0
hang	1	0	0
hangs	1	0	0
haphazard	1	0	0
hapless	1	0	0
harangue	1	0	0
harass	1	0	0
harassed	1	0	0
harasses	1	0	0
harassment	1	0	0
harboring	1	0	0
harbors	1	0	0
hard	1	0	0
hard-hit	1	0	0
hard-line	1	0	0
hard-liner	1	0	0
hardball	1	0	0
harden	1	0	0
hardened	1	0	0
hardheaded	1	0	0
hardhearted	1	0	0
hardliner	1	0	0
hardliners	1	0	0
hardship	1	0	0
hardships	1	0	0
harm	1	0	0
harmed	1	0	0
harmful	1	0	0
harms	1	0	0
harpy	1	0	0
harridan	1	0	0
harried	1	0	0
harrow	1	0	0
harsh	1	0	0
harshly	1	0	0
hasseling	1	0	0
hassle	1	0	0
hassled	1	0	0
hassles	1	0	0
haste	1	0	0
hastily	1	0	0
hasty	1	0	0
hate	1	0	0
hated	1	0	0
hateful	1	0	0
hatefully	1	0	0
hatefulness	1	0	0
hater	1	0	0
haters	1	0	0
hates	1	0	0
hating	1	0	0
hatred	1	0	0
haughtily	1	0	0
haughty	1	0	0
haunt	1	0	0
haunting	1	0	0
havoc	1	0	0
hawkish	1	0	0
haywire	1	0	0
hazard	1	0	0
hazardous	1	0	0
haze	1	0	0
hazy	1	0	0
head-aches	1	0	0
headache	1	0	0
headaches	1	0	0
heartbreaker	1	0	0
heartbreaking	1	0	0
heartbreakingly	1	0	0
heartless	1	0	0
heathen	1	0	0
heavy-handed	1	0	0
heavyhearted	1	0	0
heck	1	0	0
heckle	1	0	0
heckled	1	0	0
heckles	1	0	0
hectic	1	0	0
hedge	1	0	0
hedonistic	1	0	0
heedless	1	0	0
hefty	1	0	0
hegemonism	1	0	0
hegemonistic	1	0	0
hegemony	1	0	0
heinous	1	0	0
hell	1	0	0
hell-bent	1	0	0
hellion	1	0	0
hells	1	0	0
helpless	1	0	0
helplessly	1	0	0
helplessness	1	0	0
heresy	1	0	0
heretic	1	0	0
heretical	1	0	0
hesitant	1	0	0
hestitant	1	0	0
hideous	1	0	0
hideously	1	0	0
hideousness	1	0	0
high-priced	1	0	0
hiliarious	1	0	0
hinder	1	0	0
hindrance	1	0	0
hiss	1	0	0
hissed	1	0	0
hissing	1	0	0
ho-hum	1	0	0
hoard	1	0	0
